,frame,pred_x,pred_y
811,812,1311,808
812,813,1305,777
813,814,1314,782
814,815,1324,726
815,816,1346,767
816,817,1336,845
817,818,1361,870
818,819,1362,867
819,820,1361,871
820,821,1326,827
821,822,1364,795
822,823,1346,760
823,824,1342,789
824,825,1348,765
825,826,1307,542
826,827,1378,474
827,828,1378,433
828,829,1377,414
829,830,1371,398
830,831,1380,390
831,832,1378,403
832,833,1385,408
833,834,1396,422
834,835,1398,457
835,836,1421,328
836,837,1381,407
837,838,1389,370
838,839,1397,415
839,840,1398,416
840,841,1421,212
841,842,1409,212
842,843,1427,218
843,844,1458,236
844,845,1364,233
845,846,1379,263
846,847,1336,260
847,848,1335,219
848,849,1375,178
849,850,1359,231
850,851,1395,208
851,852,1398,236
852,853,1461,158
853,854,1458,136
854,855,1483,194
855,856,1453,251
856,857,1451,243
857,858,1458,277
858,859,1445,207
859,860,1381,214
860,861,1375,259
861,862,1390,189
